id,linkedin_id,company,platform,job_id,platform_link
1,4164191300,stackadapt,lever,497869d3-7418-4d26-ba70-a4a0ef2e1fc4,https://jobs.lever.co/stackadapt/497869d3-7418-4d26-ba70-a4a0ef2e1fc4/apply
2,4174836945,,,,https://jobs.ashbyhq.com/airapps/8b5ea42b-aa23-48ba-b05a-f2c2e524e044
3,4061794378,,,,https://careers.radian.com/us/en/job/R20240191/Generative-AI-Engineer---100%2525-Remote
4,4121963772,,,,https://www.pinterestcareers.com/jobs/6121450/machine-learning-engineer-core-engineering/
5,4188247564,humanagency,greenhouse,6512636003,https://job-boards.greenhouse.io/humanagency/jobs/6512636003
6,4188246867,humanagency,greenhouse,6513494003,https://job-boards.greenhouse.io/humanagency/jobs/6513494003
7,4141436405,,,,https://x.company/careers/7845448002/
8,4076508664,,,,https://lifeattiktok.com/search/7197576360284784933
9,4188716122,,,,https://www.alticeusacareers.com/job/Long-Island-City-Machine-Learning-Engineer-NY-11101/1274072800/
10,4168300182,,,,https://www.digitalocean.com/careers/position/apply
11,4168097792,,,,https://www.digitalocean.com/careers/position/apply
12,4168302023,,,,https://www.digitalocean.com/careers/position/apply
13,4076507515,,,,https://lifeattiktok.com/search/7359365516999919899
14,4188489412,shapercapital,greenhouse,4682398007,https://job-boards.greenhouse.io/shapercapital/jobs/4682398007
15,4188265078,ffive,workday,Sr-AI---ML-Engineer_RP1032934,https://ffive.wd5.myworkdayjobs.com/f5jobs/job/San-Jose/Sr-AI---ML-Engineer_RP1032934
16,4071578876,zoox,lever,24acfe86-aa1b-4aa6-903b-99b4596e42cf,https://jobs.lever.co/zoox/24acfe86-aa1b-4aa6-903b-99b4596e42cf/apply
17,4164162724,,,,https://careers.netapp.com/job/-/-/27600/76429055504
18,4188409157,,,,https://corporate.target.com/jobs/w18/34/sr-machine-learning-engineer-demand-forecasting-engine-dfe
