id,linkedin_id,company,platform,job_id,platform_link
70,4190157144,,,,https://careers.leidos.com/jobs/15394698-machine-learning-signal-processing-engineer
71,4189708479,,,,https://jobs.us.pwc.com/job/-/-/932/78996929600
72,4190138928,,,,https://lifeattiktok.com/search/7247892612371171640
73,4192891594,,,,https://www.amazon.jobs/en/jobs/2936061/software-machine-learning-engineer-alexa-analytics
74,4190170099,,,,https://www.dice.com/job-detail/44641579-68a9-4d89-b412-80e2c3cf23fa
75,4080773701,,,,https://careers.ey.com/ey/job/New-York-AI-&-Machine-Learning-Engineer-Manager-Consulting-Location-OPEN-NY-10001-8604/1144445501/
76,4175018508,,,,https://lifeattiktok.com/search/7477732590158514450
77,4190143698,,,,https://www.amazon.jobs/en/jobs/2935863/machine-learning-engineer-agif-finetuning
78,4080772818,,,,https://careers.ey.com/ey/job/New-York-AI-&-Machine-Learning-Engineer-Manager-Consulting-Location-OPEN-NY-10001-8604/1144445501/
79,4189709324,,,,https://www.dice.com/job-detail/df1de529-5782-4b62-a748-7b7c3a0fb9a7
80,4190163893,,,,https://www.dice.com/job-detail/caa7bb26-476e-4805-9e14-3e6f7a8d4736
81,4175022014,,,,https://lifeattiktok.com/search/7477725817256118535
82,4175022173,,,,https://lifeattiktok.com/search/7475153170865490183
83,4175022177,,,,https://lifeattiktok.com/search/7477733172911196434
84,4175019352,,,,https://lifeattiktok.com/search/7477734062930413831
85,4189728251,stackav,greenhouse,4687701007,https://job-boards.greenhouse.io/stackav/jobs/4687701007
86,4189713148,,,,https://www.dice.com/job-detail/13252da0-8790-4e86-bb6d-245cca76b672
87,4193167051,,,,https://careers.societegenerale.com/en/job-offers/fullstack-java-technical-leader-m-f-d-250003A6-en
88,4188526021,,,,https://www.dice.com/job-detail/0ba0a049-b841-4d15-a572-ba57fb50d3b6
89,4188529528,anomalojobs,greenhouse,4543868005,https://job-boards.greenhouse.io/anomalojobs/jobs/4543868005
90,4190147392,,,,https://www.amazon.jobs/en/jobs/2935572/gen-ai-data-scientist-amazon-bedrock-strategic-pursuit-team
